Image,Mushroom,cap_shape,cap_surface,gills,stem_thickness,ring_presence
999,4,2,2,0,0,0
1000,4,2,2,0,0,0
1001,4,2,2,0,0,0
1002,4,2,2,0,0,0
1003,4,2,2,0,0,0
1004,4,2,2,0,0,0
1005,4,2,2,0,0,0
1006,4,2,2,0,0,0
1007,4,2,2,0,0,0
1008,4,2,2,0,0,0
1009,4,2,2,0,0,0
1010,4,2,2,0,0,0
1011,4,2,2,0,0,0
1012,4,2,2,0,0,0
1013,4,2,2,0,0,0
1014,4,2,2,0,0,0
1015,4,2,2,0,0,0
1016,4,2,2,0,0,0
1017,4,2,2,0,0,0
1018,4,2,2,0,0,0
1019,4,2,2,0,0,0
1020,4,2,2,0,0,0
1021,4,2,2,0,0,0
1022,4,2,2,0,0,0
1023,4,2,2,0,0,0
1024,4,2,2,0,0,0
1025,4,2,2,0,0,0
1026,4,2,2,0,0,0
1027,4,2,2,0,0,0
1028,4,2,2,0,0,0
1029,4,2,2,0,0,0
1030,4,2,2,0,0,0
1031,4,2,2,0,0,0
1032,4,2,2,0,0,0
1033,4,2,2,0,0,0
1034,4,2,2,0,0,0
1035,4,2,2,0,0,0
1036,4,2,2,0,0,0
1037,4,2,2,0,0,0
1038,4,2,2,0,0,0
1039,4,2,2,0,0,0
1040,4,2,2,0,0,0
1041,4,2,2,0,0,0
1042,4,2,2,0,0,0
1043,4,2,2,0,0,0
1044,4,2,2,0,0,0
1045,4,2,2,0,0,0
1046,4,2,2,0,0,0
1047,4,2,2,0,0,0
1048,4,2,2,0,0,0
1049,4,2,2,0,0,0
1050,4,2,2,0,0,0
1051,4,2,2,0,0,0
1052,4,2,2,0,0,0
1053,4,2,2,0,0,0
1054,4,2,2,0,0,0
1055,4,2,2,0,0,0
1056,4,2,2,0,0,0
1057,4,2,2,0,0,0
1058,4,2,2,0,0,0
1059,4,2,2,0,0,0
1060,4,2,2,0,0,0
1061,4,2,2,0,0,0
1062,4,2,2,0,0,0
1063,4,2,2,0,0,0
1064,4,2,2,0,0,0
1065,4,2,2,0,0,0
1066,4,2,2,0,0,0
1067,4,2,2,0,0,0
1068,4,2,2,0,0,0
1069,4,2,2,0,0,0
1070,4,2,2,0,0,0
1071,4,2,2,0,0,0
1072,4,2,2,0,0,0
1073,4,2,2,0,0,0
1074,4,2,2,0,0,0
1075,4,2,2,0,0,0
1076,4,2,2,0,0,0
1077,4,2,2,0,0,0
1078,4,2,2,0,0,0
1079,4,2,2,0,0,0
1080,4,2,2,0,0,0
1081,4,2,2,0,0,0
1082,4,2,2,0,0,0
1083,4,2,2,0,0,0
1084,4,2,2,0,0,0
1085,4,2,2,0,0,0
1086,4,2,2,0,0,0
1087,4,2,2,0,0,0
1088,4,2,2,0,0,0
1089,4,2,2,0,0,0
1090,4,2,2,0,0,0
1091,4,2,2,0,0,0
1092,4,2,2,0,0,0
1093,4,2,2,0,0,0
1094,4,2,2,0,0,0
1095,4,2,2,0,0,0
1096,4,2,2,0,0,0
1097,4,2,2,0,0,0
1098,4,2,2,0,0,0
1099,4,2,2,0,0,0
1100,4,2,2,0,0,0
1101,4,2,2,0,0,0
1102,4,2,2,0,0,0
1103,4,2,2,0,0,0
1104,4,2,2,0,0,0
1105,4,2,2,0,0,0
1106,4,2,2,0,0,0
1107,4,2,2,0,0,0
1108,4,2,2,0,0,0
1109,4,2,2,0,0,0
1110,4,2,2,0,0,0
1111,4,2,2,0,0,0
1112,4,2,2,0,0,0
1113,4,2,2,0,0,0
1114,4,2,2,0,0,0
1115,4,2,2,0,0,0
1116,4,2,2,0,0,0
1117,4,2,2,0,0,0
1118,4,2,2,0,0,0
1119,4,2,2,0,0,0
1120,4,2,2,0,0,0
1121,4,2,2,0,0,0
1122,4,2,2,0,0,0
1123,4,2,2,0,0,0
1124,4,2,2,0,0,0
1125,4,2,2,0,0,0
1126,4,2,2,0,0,0
1127,4,2,2,0,0,0
1128,4,2,2,0,0,0
1129,4,2,2,0,0,0
1130,4,2,2,0,0,0
1131,4,2,2,0,0,0
1132,4,2,2,0,0,0
1133,4,2,2,0,0,0
1134,4,2,2,0,0,0
1135,4,2,2,0,0,0
1136,4,2,2,0,0,0
1137,4,2,2,0,0,0
1138,4,2,2,0,0,0
1139,4,2,2,0,0,0
1140,4,2,2,0,0,0
1141,4,2,2,0,0,0
1142,4,2,2,0,0,0
1143,4,2,2,0,0,0
1144,4,2,2,0,0,0
1145,4,2,2,0,0,0
1146,4,2,2,0,0,0
1147,4,2,2,0,0,0
1148,4,2,2,0,0,0
1149,4,2,2,0,0,0
1150,4,2,2,0,0,0
1151,4,2,2,0,0,0
1152,4,2,2,0,0,0
1153,4,2,2,0,0,0
1154,4,2,2,0,0,0
1155,4,2,2,0,0,0
1156,4,2,2,0,0,0
1157,4,2,2,0,0,0
1158,4,2,2,0,0,0
1159,4,2,2,0,0,0
1160,4,2,2,0,0,0
1161,4,2,2,0,0,0
1162,4,2,2,0,0,0
1163,4,2,2,0,0,0
1164,4,2,2,0,0,0
1165,4,2,2,0,0,0
1166,4,2,2,0,0,0
1167,4,2,2,0,0,0
1168,4,2,2,0,0,0
1169,4,2,2,0,0,0
1170,4,2,2,0,0,0
1171,4,2,2,0,0,0
1172,5,1,2,0,2,0
1173,5,1,2,0,2,0
1174,5,1,2,0,2,0
1175,5,1,2,0,2,0
1176,5,1,2,0,2,0
1177,5,1,2,0,2,0
1178,5,1,2,0,2,0
1179,5,1,2,0,2,0
1180,5,1,2,0,2,0
1181,5,1,2,0,2,0
1182,5,1,2,0,2,0
1183,5,1,2,0,2,0
1184,5,1,2,0,2,0
1185,5,1,2,0,2,0
1186,5,1,2,0,2,0
1187,5,1,2,0,2,0
1188,5,1,2,0,2,0
1189,5,1,2,0,2,0
1190,5,1,2,0,2,0
1191,5,1,2,0,2,0
1192,5,1,2,0,2,0
1193,5,1,2,0,2,0
1194,5,1,2,0,2,0
1195,5,1,2,0,2,0
1196,5,1,2,0,2,0
1197,5,1,2,0,2,0
1198,5,1,2,0,2,0
1199,5,1,2,0,2,0
1200,5,1,2,0,2,0
1201,5,1,2,0,2,0
1202,5,1,2,0,2,0
1203,5,1,2,0,2,0
1204,5,1,2,0,2,0
1205,5,1,2,0,2,0
1206,5,1,2,0,2,0
1207,5,1,2,0,2,0
1208,5,1,2,0,2,0
1209,5,1,2,0,2,0
1210,5,1,2,0,2,0
1211,5,1,2,0,2,0
1212,5,1,2,0,2,0
1213,5,1,2,0,2,0
1214,5,1,2,0,2,0
1215,5,1,2,0,2,0
1216,5,1,2,0,2,0
1217,5,1,2,0,2,0
1218,5,1,2,0,2,0
1219,5,1,2,0,2,0
1220,5,1,2,0,2,0
1221,5,1,2,0,2,0
1222,5,1,2,0,2,0
1223,5,1,2,0,2,0
1224,5,1,2,0,2,0
1225,5,1,2,0,2,0
1226,5,1,2,0,2,0
1227,5,1,2,0,2,0
1228,5,1,2,0,2,0
1229,5,1,2,0,2,0
1230,5,1,2,0,2,0
1231,5,1,2,0,2,0
1232,5,1,2,0,2,0
1233,5,1,2,0,2,0
1234,5,1,2,0,2,0
1235,5,1,2,0,2,0
1236,5,1,2,0,2,0
1237,5,1,2,0,2,0
1238,5,1,2,0,2,0
1239,5,1,2,0,2,0
1240,5,1,2,0,2,0
1241,5,1,2,0,2,0
1242,5,1,2,0,2,0
1243,5,1,2,0,2,0
1244,5,1,2,0,2,0
1245,5,1,2,0,2,0
1246,5,1,2,0,2,0
1247,5,1,2,0,2,0
1248,5,1,2,0,2,0
1249,5,1,2,0,2,0
1250,5,1,2,0,2,0
1251,5,1,2,0,2,0
1252,5,1,2,0,2,0
1253,5,1,2,0,2,0
1254,5,1,2,0,2,0
1255,5,1,2,0,2,0
1256,5,1,2,0,2,0
1257,5,1,2,0,2,0
1258,5,1,2,0,2,0
1259,5,1,2,0,2,0
1260,5,1,2,0,2,0
1261,5,1,2,0,2,0
1262,5,1,2,0,2,0
1263,5,1,2,0,2,0
1264,5,1,2,0,2,0
1265,5,1,2,0,2,0
1266,5,1,2,0,2,0
1267,5,1,2,0,2,0
1268,5,1,2,0,2,0
1269,5,1,2,0,2,0
1270,5,1,2,0,2,0
1271,5,1,2,0,2,0
1272,5,1,2,0,2,0
1273,5,1,2,0,2,0
1274,5,1,2,0,2,0
1275,5,1,2,0,2,0
1276,5,1,2,0,2,0
1277,5,1,2,0,2,0
1278,5,1,2,0,2,0
1279,5,1,2,0,2,0
1280,5,1,2,0,2,0
1281,5,1,2,0,2,0
1282,5,1,2,0,2,0
1283,5,1,2,0,2,0
1284,5,1,2,0,2,0
1285,5,1,2,0,2,0
1286,5,1,2,0,2,0
1287,5,1,2,0,2,0
1288,5,1,2,0,2,0
1289,5,1,2,0,2,0
1290,5,1,2,0,2,0
1291,5,1,2,0,2,0
1292,5,1,2,0,2,0
1293,5,1,2,0,2,0
1294,5,1,2,0,2,0
1295,5,1,2,0,2,0
1296,5,1,2,0,2,0
1297,5,1,2,0,2,0
1298,5,1,2,0,2,0
1299,5,1,2,0,2,0
1300,5,1,2,0,2,0
1301,5,1,2,0,2,0
1302,5,1,2,0,2,0
1303,5,1,2,0,2,0
1304,5,1,2,0,2,0
1305,5,1,2,0,2,0
1306,5,1,2,0,2,0
1307,5,1,2,0,2,0
1308,5,1,2,0,2,0
1309,5,1,2,0,2,0
1310,5,1,2,0,2,0
1311,5,1,2,0,2,0
1312,5,1,2,0,2,0
1313,5,1,2,0,2,0
1314,5,1,2,0,2,0
1315,5,1,2,0,2,0
1316,5,1,2,0,2,0
1317,5,1,2,0,2,0
1318,5,1,2,0,2,0
1319,5,1,2,0,2,0
1320,5,1,2,0,2,0
1321,5,1,2,0,2,0
1322,5,1,2,0,2,0
1323,5,1,2,0,2,0
1324,5,1,2,0,2,0
1325,5,1,2,0,2,0
1326,5,1,2,0,2,0
1327,5,1,2,0,2,0
1328,5,1,2,0,2,0
1329,5,1,2,0,2,0
1330,5,1,2,0,2,0
1331,5,1,2,0,2,0
1332,5,1,2,0,2,0
1333,5,1,2,0,2,0
1334,5,1,2,0,2,0
1335,5,1,2,0,2,0
1336,5,1,2,0,2,0
1337,5,1,2,0,2,0
1338,5,1,2,0,2,0
1339,5,1,2,0,2,0
1340,5,1,2,0,2,0
1341,5,1,2,0,2,0
1342,5,1,2,0,2,0
1343,5,1,2,0,2,0
1344,5,1,2,0,2,0
1345,5,1,2,0,2,0
1346,5,1,2,0,2,0
1347,5,1,2,0,2,0
1348,5,1,2,0,2,0
1349,5,1,2,0,2,0
1350,5,1,2,0,2,0
1351,5,1,2,0,2,0
1352,5,1,2,0,2,0
1353,5,1,2,0,2,0
1354,5,1,2,0,2,0
1355,5,1,2,0,2,0
1356,5,1,2,0,2,0
1357,5,1,2,0,2,0
1358,5,1,2,0,2,0
1359,5,1,2,0,2,0
1360,5,1,2,0,2,0
1361,5,1,2,0,2,0
1362,5,1,2,0,2,0
1363,5,1,2,0,2,0
1364,5,1,2,0,2,0
1365,5,1,2,0,2,0
1366,5,1,2,0,2,0
1367,5,1,2,0,2,0
1368,5,1,2,0,2,0
1369,5,1,2,0,2,0
1370,5,1,2,0,2,0
1371,5,1,2,0,2,0
1372,5,1,2,0,2,0
1373,5,1,2,0,2,0
1374,5,1,2,0,2,0
1375,5,1,2,0,2,0
1376,5,1,2,0,2,0
1377,5,1,2,0,2,0
1378,5,1,2,0,2,0
1379,5,1,2,0,2,0
1380,5,1,2,0,2,0
1381,5,1,2,0,2,0
1382,5,1,2,0,2,0
1383,5,1,2,0,2,0
1384,5,1,2,0,2,0
1385,5,1,2,0,2,0
1386,5,1,2,0,2,0
1387,5,1,2,0,2,0
1388,5,1,2,0,2,0
1389,5,1,2,0,2,0
1390,5,1,2,0,2,0
1391,5,1,2,0,2,0
1392,5,1,2,0,2,0
1393,5,1,2,0,2,0
1394,5,1,2,0,2,0
1395,5,1,2,0,2,0
1396,5,1,2,0,2,0
1397,5,1,2,0,2,0
1398,5,1,2,0,2,0
1399,5,1,2,0,2,0
1400,5,1,2,0,2,0
1401,5,1,2,0,2,0
1402,5,1,2,0,2,0
1403,5,1,2,0,2,0
1404,5,1,2,0,2,0
1405,5,1,2,0,2,0
1406,5,1,2,0,2,0
1407,5,1,2,0,2,0
1408,5,1,2,0,2,0
1409,5,1,2,0,2,0
1410,5,1,2,0,2,0
1411,5,1,2,0,2,0
1412,6,0,3,1,1,0
1413,6,0,3,1,1,0
1414,6,0,3,1,1,0
1415,6,0,3,1,1,0
1416,6,0,3,1,1,0
1417,6,0,3,1,1,0
1418,6,0,3,1,1,0
1419,6,0,3,1,1,0
1420,6,0,3,1,1,0
1421,6,0,3,1,1,0
1422,6,0,3,1,1,0
1423,6,0,3,1,1,0
1424,6,0,3,1,1,0
1426,6,0,3,1,1,0
1427,6,0,3,1,1,0
1428,6,0,3,1,1,0
1429,6,0,3,1,1,0
1430,6,0,3,1,1,0
1431,6,0,3,1,1,0
1432,6,0,3,1,1,0
1433,6,0,3,1,1,0
1434,6,0,3,1,1,0
1435,6,0,3,1,1,0
1436,6,0,3,1,1,0
1437,6,0,3,1,1,0
1438,6,0,3,1,1,0
1439,6,0,3,1,1,0
1440,6,0,3,1,1,0
1441,6,0,3,1,1,0
1442,6,0,3,1,1,0
1443,6,0,3,1,1,0
1444,6,0,3,1,1,0
1445,6,0,3,1,1,0
1446,6,0,3,1,1,0
1447,6,0,3,1,1,0
1448,6,0,3,1,1,0
1449,6,0,3,1,1,0
1450,6,0,3,1,1,0
1451,6,0,3,1,1,0
1452,6,0,3,1,1,0
1453,6,0,3,1,1,0
1454,6,0,3,1,1,0
1455,6,0,3,1,1,0
1456,6,0,3,1,1,0
1457,6,0,3,1,1,0
1458,6,0,3,1,1,0
1459,6,0,3,1,1,0
1460,6,0,3,1,1,0
1461,6,0,3,1,1,0
1462,6,0,3,1,1,0
1463,6,0,3,1,1,0
1464,6,0,3,1,1,0
1465,6,0,3,1,1,0
1466,6,0,3,1,1,0
1467,6,0,3,1,1,0
1468,6,0,3,1,1,0
1469,6,0,3,1,1,0
1470,6,0,3,1,1,0
1471,6,0,3,1,1,0
1472,6,0,3,1,1,0
1473,6,0,3,1,1,0
1474,6,0,3,1,1,0
1475,6,0,3,1,1,0
1476,6,0,3,1,1,0
1477,6,0,3,1,1,0
1478,6,0,3,1,1,0
1479,6,0,3,1,1,0
1480,6,0,3,1,1,0
1481,6,0,3,1,1,0
1482,6,0,3,1,1,0
1483,6,0,3,1,1,0
1484,6,0,3,1,1,0
1485,6,0,3,1,1,0
1486,6,0,3,1,1,0
1487,6,0,3,1,1,0
1488,6,0,3,1,1,0
1489,6,0,3,1,1,0
1490,6,0,3,1,1,0
1491,6,0,3,1,1,0
1492,6,0,3,1,1,0
1493,6,0,3,1,1,0
1494,6,0,3,1,1,0
1495,6,0,3,1,1,0
1496,6,0,3,1,1,0
1497,6,0,3,1,1,0
1498,6,0,3,1,1,0
1499,6,0,3,1,1,0
1500,6,0,3,1,1,0
1501,6,0,3,1,1,0
1502,6,0,3,1,1,0
1503,6,0,3,1,1,0
1504,6,0,3,1,1,0
1505,6,0,3,1,1,0
1506,6,0,3,1,1,0
1507,6,0,3,1,1,0
1508,6,0,3,1,1,0
1510,6,0,3,1,1,0
1511,6,0,3,1,1,0
1512,6,0,3,1,1,0
1513,6,0,3,1,1,0
1514,6,0,3,1,1,0
1515,6,0,3,1,1,0
1516,6,0,3,1,1,0
1517,6,0,3,1,1,0
1518,6,0,3,1,1,0
1519,6,0,3,1,1,0
1520,6,0,3,1,1,0
1521,6,0,3,1,1,0
1522,6,0,3,1,1,0
1523,6,0,3,1,1,0
1524,6,0,3,1,1,0
1525,6,0,3,1,1,0
1526,6,0,3,1,1,0
1527,6,0,3,1,1,0
1528,6,0,3,1,1,0
1529,6,0,3,1,1,0
1530,6,0,3,1,1,0
1531,6,0,3,1,1,0
1532,6,0,3,1,1,0
1533,6,0,3,1,1,0
1534,6,0,3,1,1,0
1535,6,0,3,1,1,0
1536,6,0,3,1,1,0
1537,6,0,3,1,1,0
1538,6,0,3,1,1,0
1539,6,0,3,1,1,0
1540,6,0,3,1,1,0
1541,6,0,3,1,1,0
1542,6,0,3,1,1,0
1543,6,0,3,1,1,0
1544,6,0,3,1,1,0
1545,6,0,3,1,1,0
1546,6,0,3,1,1,0
1547,6,0,3,1,1,0
1548,6,0,3,1,1,0
1549,6,0,3,1,1,0
1550,6,0,3,1,1,0
1551,6,0,3,1,1,0
1552,6,0,3,1,1,0
1553,6,0,3,1,1,0
1554,6,0,3,1,1,0
1555,6,0,3,1,1,0
1556,6,0,3,1,1,0
1557,6,0,3,1,1,0
1558,6,0,3,1,1,0
1559,6,0,3,1,1,0
1560,6,0,3,1,1,0
1561,6,0,3,1,1,0
1562,6,0,3,1,1,0
1563,6,0,3,1,1,0
1564,6,0,3,1,1,0
1565,6,0,3,1,1,0
1566,6,0,3,1,1,0
1567,6,0,3,1,1,0
1568,6,0,3,1,1,0
1569,6,0,3,1,1,0
1570,6,0,3,1,1,0
1571,6,0,3,1,1,0
1572,6,0,3,1,1,0
1573,6,0,3,1,1,0
1574,6,0,3,1,1,0
1575,6,0,3,1,1,0
1576,6,0,3,1,1,0
1577,6,0,3,1,1,0
1578,6,0,3,1,1,0
1579,6,0,3,1,1,0
1580,6,0,3,1,1,0
1581,6,0,3,1,1,0
1582,6,0,3,1,1,0
1583,6,0,3,1,1,0
1584,6,0,3,1,1,0
1585,6,0,3,1,1,0
1586,6,0,3,1,1,0
1587,6,0,3,1,1,0
1588,6,0,3,1,1,0
1589,6,0,3,1,1,0
1590,6,0,3,1,1,0
1591,6,0,3,1,1,0
1592,6,0,3,1,1,0
1593,6,0,3,1,1,0
1594,6,0,3,1,1,0
1595,6,0,3,1,1,0
1596,6,0,3,1,1,0
1597,6,0,3,1,1,0
1598,6,0,3,1,1,0
1599,6,0,3,1,1,0
1600,6,0,3,1,1,0
1601,6,0,3,1,1,0
1602,6,0,3,1,1,0
1603,6,0,3,1,1,0
1604,6,0,3,1,1,0
1605,6,0,3,1,1,0
1606,6,0,3,1,1,0
1607,6,0,3,1,1,0
1608,6,0,3,1,1,0
1609,6,0,3,1,1,0
1610,6,0,3,1,1,0
1611,6,0,3,1,1,0
1612,6,0,3,1,1,0
1613,6,0,3,1,1,0
1614,6,0,3,1,1,0
1615,6,0,3,1,1,0
1616,6,0,3,1,1,0
1617,6,0,3,1,1,0
1618,6,0,3,1,1,0
1619,6,0,3,1,1,0
1620,6,0,3,1,1,0
1621,6,0,3,1,1,0
1622,6,0,3,1,1,0
1623,6,0,3,1,1,0
1624,6,0,3,1,1,0
1625,6,0,3,1,1,0
1626,6,0,3,1,1,0
1627,6,0,3,1,1,0
1628,6,0,3,1,1,0
1629,6,0,3,1,1,0
1630,6,0,3,1,1,0
1631,6,0,3,1,1,0
1632,6,0,3,1,1,0
1633,6,0,3,1,1,0
1634,6,0,3,1,1,0
1635,6,0,3,1,1,0
1636,6,0,3,1,1,0
1637,6,0,3,1,1,0
1638,6,0,3,1,1,0
1639,6,0,3,1,1,0
1640,6,0,3,1,1,0
1641,6,0,3,1,1,0
1642,6,0,3,1,1,0
1643,6,0,3,1,1,0
1644,6,0,3,1,1,0
1645,6,0,3,1,1,0
1646,6,0,3,1,1,0
1647,6,0,3,1,1,0
1648,6,0,3,1,1,0
1649,6,0,3,1,1,0
1650,6,0,3,1,1,0
1651,6,0,3,1,1,0
1652,7,2,0,0,2,1
1653,7,2,0,0,2,1
1654,7,2,0,0,2,1
1655,7,2,0,0,2,1
1656,7,2,0,0,2,1
1657,7,2,0,0,2,1
1658,7,2,0,0,2,1
1659,7,2,0,0,2,1
1660,7,2,0,0,2,1
1661,7,2,0,0,2,1
1662,7,2,0,0,2,1
1663,7,2,0,0,2,1
1664,7,2,0,0,2,1
1665,7,2,0,0,2,1
1666,7,2,0,0,2,1
1667,7,2,0,0,2,1
1668,7,2,0,0,2,1
1669,7,2,0,0,2,1
1670,7,2,0,0,2,1
1671,7,2,0,0,2,1
1672,7,2,0,0,2,1
1673,7,2,0,0,2,1
1674,7,2,0,0,2,1
1675,7,2,0,0,2,1
1676,7,2,0,0,2,1
1677,7,2,0,0,2,1
1678,7,2,0,0,2,1
1679,7,2,0,0,2,1
1680,7,2,0,0,2,1
1681,7,2,0,0,2,1
1682,7,2,0,0,2,1
1683,7,2,0,0,2,1
1684,7,2,0,0,2,1
1685,7,2,0,0,2,1
1686,7,2,0,0,2,1
1687,7,2,0,0,2,1
1688,7,2,0,0,2,1
1689,7,2,0,0,2,1
1690,7,2,0,0,2,1
1691,7,2,0,0,2,1
1692,7,2,0,0,2,1
1693,7,2,0,0,2,1
1694,7,2,0,0,2,1
1695,7,2,0,0,2,1
1696,7,2,0,0,2,1
1697,7,2,0,0,2,1
1698,7,2,0,0,2,1
1699,7,2,0,0,2,1
1700,7,2,0,0,2,1
1701,7,2,0,0,2,1
1702,7,2,0,0,2,1
1703,7,2,0,0,2,1
1704,7,2,0,0,2,1
1705,7,2,0,0,2,1
1706,7,2,0,0,2,1
1707,7,2,0,0,2,1
1708,7,2,0,0,2,1
1709,7,2,0,0,2,1
1710,7,2,0,0,2,1
1711,7,2,0,0,2,1
1712,7,2,0,0,2,1
1713,7,2,0,0,2,1
1714,7,2,0,0,2,1
1715,7,2,0,0,2,1
1716,7,2,0,0,2,1
1717,7,2,0,0,2,1
1718,7,2,0,0,2,1
1719,7,2,0,0,2,1
1720,7,2,0,0,2,1
1721,7,2,0,0,2,1
1722,7,2,0,0,2,1
1723,7,2,0,0,2,1
1724,7,2,0,0,2,1
1725,7,2,0,0,2,1
1726,7,2,0,0,2,1
1727,7,2,0,0,2,1
1728,7,2,0,0,2,1
1729,7,2,0,0,2,1
1730,7,2,0,0,2,1
1731,7,2,0,0,2,1
1732,7,2,0,0,2,1
1733,7,2,0,0,2,1
1734,7,2,0,0,2,1
1735,7,2,0,0,2,1
1736,7,2,0,0,2,1
1737,7,2,0,0,2,1
1738,7,2,0,0,2,1
1739,7,2,0,0,2,1
1740,7,2,0,0,2,1
1741,7,2,0,0,2,1
1742,7,2,0,0,2,1
1743,7,2,0,0,2,1
1744,7,2,0,0,2,1
1745,7,2,0,0,2,1
1746,7,2,0,0,2,1
1747,7,2,0,0,2,1
1748,7,2,0,0,2,1
1749,7,2,0,0,2,1
1750,7,2,0,0,2,1
1751,7,2,0,0,2,1
1752,7,2,0,0,2,1
1753,7,2,0,0,2,1
1754,7,2,0,0,2,1
1755,7,2,0,0,2,1
1756,7,2,0,0,2,1
1757,7,2,0,0,2,1
1758,7,2,0,0,2,1
1759,7,2,0,0,2,1
1760,7,2,0,0,2,1
1761,7,2,0,0,2,1
1762,7,2,0,0,2,1
1763,7,2,0,0,2,1
1764,7,2,0,0,2,1
1765,7,2,0,0,2,1
1766,7,2,0,0,2,1
1767,7,2,0,0,2,1
1768,7,2,0,0,2,1
1769,7,2,0,0,2,1
1770,7,2,0,0,2,1
1771,7,2,0,0,2,1
1772,7,2,0,0,2,1
1773,7,2,0,0,2,1
1774,7,2,0,0,2,1
1775,7,2,0,0,2,1
1776,7,2,0,0,2,1
1777,7,2,0,0,2,1
1778,7,2,0,0,2,1
1779,7,2,0,0,2,1
1780,7,2,0,0,2,1
1781,7,2,0,0,2,1
1782,7,2,0,0,2,1
1783,7,2,0,0,2,1
1784,7,2,0,0,2,1
1785,7,2,0,0,2,1
1786,7,2,0,0,2,1
1787,7,2,0,0,2,1
1788,7,2,0,0,2,1
1789,7,2,0,0,2,1
1790,7,2,0,0,2,1
1791,7,2,0,0,2,1
1792,7,2,0,0,2,1
1793,7,2,0,0,2,1
1794,7,2,0,0,2,1
1795,7,2,0,0,2,1
1796,7,2,0,0,2,1
1797,7,2,0,0,2,1
1798,7,2,0,0,2,1
1799,7,2,0,0,2,1
1800,7,2,0,0,2,1
1801,7,2,0,0,2,1
1802,7,2,0,0,2,1
1803,7,2,0,0,2,1
1804,7,2,0,0,2,1
1805,7,2,0,0,2,1
1806,7,2,0,0,2,1
1807,7,2,0,0,2,1
1808,7,2,0,0,2,1
1809,7,2,0,0,2,1
1810,7,2,0,0,2,1
1811,7,2,0,0,2,1
1812,7,2,0,0,2,1
1813,7,2,0,0,2,1
1814,7,2,0,0,2,1
1815,7,2,0,0,2,1
1816,7,2,0,0,2,1
1817,7,2,0,0,2,1
1818,7,2,0,0,2,1
1819,7,2,0,0,2,1
1820,7,2,0,0,2,1
1821,7,2,0,0,2,1
1822,7,2,0,0,2,1
1823,7,2,0,0,2,1
1824,7,2,0,0,2,1
1825,7,2,0,0,2,1
1826,7,2,0,0,2,1
1827,7,2,0,0,2,1
1828,7,2,0,0,2,1
1829,7,2,0,0,2,1
1830,7,2,0,0,2,1
1831,7,2,0,0,2,1
1832,7,2,0,0,2,1
1833,7,2,0,0,2,1
1834,7,2,0,0,2,1
1835,7,2,0,0,2,1
1836,7,2,0,0,2,1
1837,7,2,0,0,2,1
1838,7,2,0,0,2,1
1839,7,2,0,0,2,1
1840,7,2,0,0,2,1
1841,7,2,0,0,2,1
1842,7,2,0,0,2,1
1843,7,2,0,0,2,1
1844,7,2,0,0,2,1
1845,7,2,0,0,2,1
1846,7,2,0,0,2,1
1847,7,2,0,0,2,1
1848,7,2,0,0,2,1
1849,7,2,0,0,2,1
1850,7,2,0,0,2,1
1851,7,2,0,0,2,1
1852,7,2,0,0,2,1
1853,7,2,0,0,2,1
1854,7,2,0,0,2,1
1855,7,2,0,0,2,1
1856,7,2,0,0,2,1
1857,7,2,0,0,2,1
1858,7,2,0,0,2,1
1859,7,2,0,0,2,1
1860,7,2,0,0,2,1
1861,7,2,0,0,2,1
1862,7,2,0,0,2,1
1863,7,2,0,0,2,1
1864,7,2,0,0,2,1
1865,7,2,0,0,2,1
1866,7,2,0,0,2,1
1867,7,2,0,0,2,1
1868,7,2,0,0,2,1
1869,7,2,0,0,2,1
1870,7,2,0,0,2,1
1871,7,2,0,0,2,1
1872,7,2,0,0,2,1
1873,7,2,0,0,2,1
1874,7,2,0,0,2,1
1875,7,2,0,0,2,1
1876,7,2,0,0,2,1
1877,7,2,0,0,2,1
1878,7,2,0,0,2,1
1879,7,2,0,0,2,1
1880,7,2,0,0,2,1
1881,7,2,0,0,2,1
1882,7,2,0,0,2,1
1883,7,2,0,0,2,1
1884,7,2,0,0,2,1
1885,7,2,0,0,2,1
1886,7,2,0,0,2,1
1887,7,2,0,0,2,1
1888,7,2,0,0,2,1
1889,7,2,0,0,2,1
1890,7,2,0,0,2,1
1891,7,2,0,0,2,1
1892,8,1,2,1,0,0
1893,8,1,2,1,0,0
1894,8,1,2,1,0,0
1895,8,1,2,1,0,0
1896,8,1,2,1,0,0
1897,8,1,2,1,0,0
1898,8,1,2,1,0,0
1899,8,1,2,1,0,0
1900,8,1,2,1,0,0
1901,8,1,2,1,0,0
1902,8,1,2,1,0,0
1903,8,1,2,1,0,0
1904,8,1,2,1,0,0
1905,8,1,2,1,0,0
1906,8,1,2,1,0,0
1907,8,1,2,1,0,0
1908,8,1,2,1,0,0
1909,8,1,2,1,0,0
1910,8,1,2,1,0,0
1911,8,1,2,1,0,0
1912,8,1,2,1,0,0
1913,8,1,2,1,0,0
1914,8,1,2,1,0,0
1915,8,1,2,1,0,0
1916,8,1,2,1,0,0
1917,8,1,2,1,0,0
1918,8,1,2,1,0,0
1919,8,1,2,1,0,0
1920,8,1,2,1,0,0
1921,8,1,2,1,0,0
1922,8,1,2,1,0,0
1923,8,1,2,1,0,0
1924,8,1,2,1,0,0
1925,8,1,2,1,0,0
1926,8,1,2,1,0,0
1927,8,1,2,1,0,0
1928,8,1,2,1,0,0
1929,8,1,2,1,0,0
1930,8,1,2,1,0,0
